,Store,Department,Weekly Sales
44433,17,9,24137.28
44434,17,10,15113.0
44435,17,11,12486.38
44436,17,12,8888.55
44437,17,13,27887.68
44438,17,14,13899.49
44439,17,16,16092.47
44440,17,17,7586.79
44441,17,18,1953.14
44442,17,19,14226.29
44443,17,20,4574.41
44444,17,21,5341.3
44445,17,22,5635.11
44446,17,23,12822.93
44447,17,24,3881.01
44448,17,25,3898.88
44449,17,26,9185.55
44450,17,27,1131.51
44451,17,28,1451.72
44452,17,29,2055.35
44453,17,30,1954.81
44454,17,31,1228.96
44455,17,32,5840.97
44456,17,33,4603.46
44457,17,34,19125.96
44458,17,35,1316.29
44459,17,36,675.73
44460,17,38,88518.39
44461,17,40,47296.7
44462,17,41,32.0
44463,17,42,3053.07
44464,17,44,6924.0
44465,17,46,24854.47
44466,17,47,7.5
44467,17,48,743.0
44468,17,49,59.4
44469,17,52,3370.8
44470,17,54,17.88
44471,17,55,6578.38
44472,17,56,6879.85
44473,17,58,1140.0
44474,17,59,561.82
44475,17,60,423.0
44476,17,67,5993.22
44477,17,71,2629.02
44478,17,72,45679.83
44479,17,74,18837.58
44480,17,79,27576.98
44481,17,80,955.5
44482,17,81,13232.43
44483,17,82,19375.79
44484,17,83,513.56
44485,17,85,2513.41
44486,17,87,17907.74
44487,17,90,38079.12
44488,17,91,14507.85
44489,17,92,60111.27
44490,17,93,4846.44
44491,17,95,51089.59
44492,17,96,496.11
44493,17,97,6343.56
44494,17,98,111.68
44495,17,1,28008.55
44496,17,2,41037.89
44497,17,3,16681.7
44498,17,4,27111.49
44499,17,5,23964.88
44500,17,6,3228.59
44501,17,7,25422.96
44502,17,8,18337.83
44503,17,9,22403.44
44504,17,10,15113.0
44505,17,11,12486.38
44506,17,12,8411.2
44507,17,13,27519.22
44508,17,14,16777.59
44509,17,16,12441.94
44510,17,17,10356.61
44511,17,18,53.98
44512,17,19,2850.36
44513,17,20,6095.01
44514,17,21,3882.63
44515,17,22,8235.82
44516,17,23,14616.15
44517,17,24,3349.9
44518,17,25,4279.15
44519,17,26,7894.83
44520,17,27,1870.96
44521,17,28,1094.92
44522,17,29,1981.09
44523,17,30,2416.0
44524,17,31,1152.78
44525,17,32,5537.88
44526,17,33,4603.46
44527,17,34,19125.96
44528,17,35,1177.84
44529,17,36,1388.0
44530,17,38,87108.69
44531,17,40,55602.0
44532,17,41,8.0
44533,17,42,4918.51
44534,17,44,5490.83
44535,17,46,23768.52
44536,17,48,1351.0
44537,17,49,17.82
44538,17,52,3342.57
44539,17,54,45.92
44540,17,55,7907.69
44541,17,56,2661.45
44542,17,58,1140.0
44543,17,59,499.84
44544,17,60,585.0
44545,17,67,6150.84
44546,17,71,5863.35
44547,17,72,48272.56
44548,17,74,19417.54
44549,17,79,28702.54
44550,17,80,955.5
44551,17,81,13412.21
44552,17,82,19375.79
44553,17,83,511.2
44554,17,85,2513.41
44555,17,87,13545.22
44556,17,90,37250.19
44557,17,91,11237.72
44558,17,92,52383.41
44559,17,93,3944.21
44560,17,95,51089.59
44561,17,96,622.78
44562,17,97,6343.56
44563,17,98,356.32
44564,17,1,16766.67
44565,17,2,41037.89
44566,17,3,29475.49
44567,17,4,36595.12
44568,17,5,24773.98
44569,17,6,8403.61
44570,17,7,34676.45
44571,17,8,19879.23
44572,17,9,24325.96
44573,17,10,13905.83
44574,17,11,16178.43
44575,17,12,7207.14
44576,17,13,36686.87
44577,17,14,26612.84
44578,17,16,22872.15
44579,17,17,13123.3
44580,17,18,53.98
44581,17,19,8428.04
44582,17,20,8428.04
44583,17,21,4850.2
44584,17,22,11957.04
44585,17,23,13083.63
44586,17,24,3723.35
44587,17,25,5378.84
44588,17,26,6119.02
44589,17,27,1530.71
44590,17,28,1094.92
44591,17,29,2157.1
44592,17,30,2547.22
44593,17,31,1942.3
44594,17,32,5495.31
44595,17,33,4603.46
44596,17,34,19125.96
44597,17,35,2328.79
44598,17,36,1310.0
44599,17,38,70879.24
44600,17,40,44253.42
44601,17,42,3579.39
44602,17,44,5490.83
44603,17,46,30117.69
44604,17,48,494.0
44605,17,49,59.85
44606,17,52,3018.24
44607,17,54,57.68
44608,17,55,3238.57
44609,17,56,27308.56
44610,17,58,1140.0
44611,17,59,517.87
44612,17,60,281.6
44613,17,67,6349.81
44614,17,71,6352.51
44615,17,72,66051.76
44616,17,74,20084.65
44617,17,79,32764.63
44618,17,80,681.45
44619,17,81,19328.88
44620,17,82,19375.79
44621,17,83,517.88
44622,17,85,2513.41
44623,17,87,13507.87
44624,17,90,35583.71
44625,17,91,10536.47
44626,17,92,55017.92
44627,17,93,3231.15
44628,17,95,58740.86
44629,17,96,622.78
44630,17,97,11047.26
44631,17,98,407.34
44632,17,99,407.34
44633,17,1,24562.17
44634,17,2,40339.56
44635,17,3,17577.46
44636,17,4,20484.44
44637,17,5,22516.68
44638,17,6,3228.59
44639,17,7,20813.01
44640,17,8,19879.23
44641,17,9,24325.96
44642,17,10,10896.28
44643,17,11,9992.82
44644,17,12,7207.14
44645,17,13,21502.82
44646,17,14,13886.52
44647,17,16,22872.15
44648,17,17,8968.41
44649,17,19,3123.45
44650,17,20,3123.45
44651,17,21,3123.45
44652,17,22,6672.41
44653,17,23,10572.44
44654,17,24,4281.66
44655,17,25,4660.92
44656,17,26,6572.2
44657,17,27,1118.0
44658,17,28,1459.28
44659,17,29,2120.36
44660,17,30,2676.82
44661,17,31,1482.28
44662,17,32,5129.08
44663,17,33,4689.34
44664,17,34,13428.78
44665,17,35,1758.76
44666,17,36,1239.0
44667,17,38,70879.24
44668,17,40,44253.42
44669,17,42,3349.4
44670,17,44,5795.01
44671,17,46,30088.16
44672,17,48,1358.0
44673,17,49,44.55
44674,17,52,3018.24
44675,17,54,60.84
44676,17,55,7907.69
44677,17,56,3339.96
44678,17,58,1140.0
44679,17,59,525.86
44680,17,60,528.0
44681,17,67,6549.06
44682,17,71,3346.79
44683,17,72,47372.57
44684,17,74,15156.37
44685,17,79,24374.89
44686,17,80,1015.63
44687,17,81,15530.77
44688,17,82,19375.79
44689,17,83,586.78
44690,17,85,3587.7
44691,17,87,9698.97
44692,17,90,36509.43
44693,17,91,15338.73
44694,17,92,66170.6
44695,17,93,3231.15
44696,17,95,54216.34
44697,17,96,622.78
44698,17,97,11047.26
44699,17,98,407.34
44700,17,1,22977.54
44701,17,2,44389.91
44702,17,3,15671.31
44703,17,4,27111.49
44704,17,5,21287.35
44705,17,6,9668.21
44706,17,7,17643.34
44707,17,8,19879.23
44708,17,9,27162.24
44709,17,10,12418.18
44710,17,11,11144.94
44711,17,12,7207.14
44712,17,13,23352.67
44713,17,14,15339.87
44714,17,16,25097.7
44715,17,17,11782.78
44716,17,18,4151.03
44717,17,19,3327.16
44718,17,20,3644.91
44719,17,21,3579.11
44720,17,22,6352.28
44721,17,23,12822.93
44722,17,24,4115.68
44723,17,25,4795.96
44724,17,26,6695.97
44725,17,27,1128.05
44726,17,28,1094.92
44727,17,29,2157.1
44728,17,30,2926.92
44729,17,31,1228.96
44730,17,32,5840.97
44731,17,33,3468.04
44732,17,34,19125.96
44733,17,35,1164.01
44734,17,36,675.73
44735,17,38,85355.94
44736,17,40,47296.7
44737,17,41,32.0
44738,17,42,3053.07
44739,17,44,7424.36
44740,17,46,30478.68
44741,17,47,7.5
44742,17,48,743.0
44743,17,49,53.46
44744,17,52,3370.8
44745,17,54,57.68
44746,17,55,4196.42
44747,17,56,4196.42
44748,17,58,1140.0
44749,17,59,563.83
44750,17,60,504.0
44751,17,67,10437.37
44752,17,71,2040.85
44753,17,72,47372.57
44754,17,74,15156.37
44755,17,79,27576.98
44756,17,80,955.5
44757,17,81,15365.19
44758,17,82,15996.75
44759,17,83,513.56
44760,17,85,4737.99
44761,17,87,13827.66
44762,17,90,35583.71
44763,17,91,14507.85
44764,17,92,57567.71
44765,17,93,4846.44
44766,17,95,57585.86
44767,17,96,884.52
44768,17,97,9023.38
44769,17,98,153.37
44770,17,1,21962.14
44771,17,2,44257.62
44772,17,3,10927.68
44773,17,4,27111.49
44774,17,5,17683.18
44775,17,6,7575.56
44776,17,7,20813.01
44777,17,8,20127.39
44778,17,9,28476.8
44779,17,10,13815.88
44780,17,11,13262.62
44781,17,12,7569.17
44782,17,13,24946.72
44783,17,14,14067.32
44784,17,16,28404.94
44785,17,17,8828.65
44786,17,18,4151.03
44787,17,19,3130.6
44788,17,20,3130.6
44789,17,21,3617.6
44790,17,22,5340.63
44791,17,23,13949.54
44792,17,24,4281.66
44793,17,25,5994.37
44794,17,26,7894.83
44795,17,27,1191.66
44796,17,28,1002.41
44797,17,29,2577.44
44798,17,30,2948.52
44799,17,31,1167.93
44800,17,32,6453.0
44801,17,33,3866.25
44802,17,34,19125.96
44803,17,35,958.05
44804,17,36,1388.0
44805,17,38,87108.69
44806,17,40,50343.99
44807,17,41,45.0
44808,17,42,4918.51
44809,17,44,8203.14
44810,17,46,30478.68
44811,17,48,298.0
44812,17,49,17.82
44813,17,52,2724.77
44814,17,54,64.84
44815,17,55,7907.69
44816,17,56,18434.67
44817,17,58,275.0
44818,17,59,295.88
44819,17,60,585.0
44820,17,67,18369.85
44821,17,71,2503.35
44822,17,72,41449.26
44823,17,74,13454.68
44824,17,79,32764.63
44825,17,80,955.5
44826,17,81,13521.8
44827,17,82,18777.22
44828,17,83,614.52
44829,17,85,4819.43
44830,17,87,16061.51
44831,17,90,45713.62
44832,17,91,13214.62
44833,17,92,52383.41
44834,17,93,3231.15
44835,17,94,87.25
44836,17,95,58740.86
44837,17,96,1000.92
44838,17,97,10856.84
44839,17,98,457.08
44840,17,1,21962.14
44841,17,2,44257.62
44842,17,3,13267.59
44843,17,4,26636.32
44844,17,5,17683.18
44845,17,6,6404.86
44846,17,7,20813.01
44847,17,8,18090.95
44848,17,9,28476.8
44849,17,10,13831.79
44850,17,11,13262.62
44851,17,12,7569.17
44852,17,13,23156.13
44853,17,14,11999.71
44854,17,16,37454.13
44855,17,17,7725.41
44856,17,19,3130.6
44857,17,20,3130.6
44858,17,21,3617.6
44859,17,22,5598.04
44860,17,23,13949.54
44861,17,24,4281.66
44862,17,25,5994.37
44863,17,26,7894.83
44864,17,27,1409.74
44865,17,28,1002.41
44866,17,29,2157.1
44867,17,30,2948.52
44868,17,31,1167.93
44869,17,32,5448.65
44870,17,33,3866.25
44871,17,34,14252.79
44872,17,35,1545.14
44873,17,36,1206.5
44874,17,38,87108.69
44875,17,40,50343.99
44876,17,42,4852.85
44877,17,44,6190.1
44878,17,46,30478.68
44879,17,48,298.0
44880,17,49,17.82
44881,17,52,2724.77
44882,17,55,7907.69
44883,17,56,15685.82
44884,17,58,275.0
44885,17,59,295.88
44886,17,60,585.0
44887,17,67,9086.98
44888,17,71,2503.35
44889,17,72,45298.71
44890,17,74,12439.28
44891,17,79,27481.6
44892,17,80,955.5
44893,17,81,15357.53
44894,17,82,18777.22
44895,17,83,614.52
44896,17,85,4819.43
44897,17,87,15664.38
44898,17,90,34577.93
44899,17,91,13828.46
44900,17,92,52965.88
44901,17,93,3842.81
44902,17,95,58952.29
44903,17,96,1211.08
44904,17,97,10856.84
44905,17,98,195.3
44906,17,1,21962.14
44907,17,2,44017.46
44908,17,3,11355.61
44909,17,4,27111.49
44910,17,5,19362.46
44911,17,6,8403.61
44912,17,7,21113.03
44913,17,8,20665.75
44914,17,9,40920.03
44915,17,10,16284.86
44916,17,11,12835.41
44917,17,12,7593.76
44918,17,13,23156.13
44919,17,14,15339.87
44920,17,16,34009.46
44921,17,17,7725.41
44922,17,19,3163.57
44923,17,20,3163.57
44924,17,21,3332.53
44925,17,22,6018.56
44926,17,23,10860.17
44927,17,24,3945.76
44928,17,25,6612.93
44929,17,26,6676.44
44930,17,27,1146.83
44931,17,28,1002.41
44932,17,29,1993.47
44933,17,30,2824.98
44934,17,31,1228.96
44935,17,32,5645.54
44936,17,33,3866.25
44937,17,34,19125.96
44938,17,35,2024.35
44939,17,36,1930.0
44940,17,38,91871.89
44941,17,40,50343.99
44942,17,41,76.0
44943,17,42,3053.07
44944,17,44,6985.45
44945,17,46,26756.31
44946,17,48,298.0
44947,17,49,11.88
44948,17,52,3532.63
44949,17,54,14.0
44950,17,55,4071.95
44951,17,56,25296.11
44952,17,58,640.0
44953,17,59,434.78
44954,17,60,585.0
44955,17,67,9086.98
44956,17,71,2503.35
44957,17,72,44146.0
44958,17,74,12181.71
44959,17,79,26757.66
44960,17,80,955.5
44961,17,81,15410.72
44962,17,82,19054.3
44963,17,83,748.04
44964,17,85,3340.47
44965,17,87,15664.38
44966,17,90,34577.93
44967,17,91,14640.46
44968,17,92,51890.95
44969,17,93,3231.15
44970,17,94,97.62
44971,17,95,64658.55
44972,17,96,1157.42
44973,17,97,11047.26
44974,17,98,303.12
44975,17,1,17317.24
44976,17,2,44257.62
44977,17,3,12232.31
44978,17,4,22551.05
44979,17,5,19819.51
44980,17,6,8403.61
44981,17,7,20813.01
44982,17,8,19940.75
44983,17,9,34046.18
44984,17,10,16284.86
44985,17,11,10789.99
44986,17,12,7802.14
44987,17,13,22342.23
44988,17,14,12742.66
44989,17,16,34009.46
44990,17,17,7725.41
44991,17,18,4151.03
44992,17,19,3567.43
44993,17,20,3567.43
44994,17,21,3157.5
44995,17,22,5643.01
44996,17,23,12312.1
44997,17,24,3945.76
44998,17,25,6476.69
44999,17,26,6119.02
45000,17,27,1093.43
45001,17,28,1018.64
45002,17,29,2403.7
45003,17,30,3433.2
45004,17,31,2038.5
45005,17,32,5645.54
45006,17,33,4707.85
45007,17,34,19125.96
45008,17,35,1990.76
45009,17,36,2202.0
45010,17,38,70879.24
45011,17,40,44253.42
45012,17,41,37.5
45013,17,42,3968.59
45014,17,44,7560.46
45015,17,46,26269.92
45016,17,48,456.0
45017,17,49,11.88
45018,17,52,3018.24
45019,17,55,3238.57
45020,17,56,27308.56
45021,17,58,640.0
45022,17,59,322.91
45023,17,60,149.6
45024,17,67,7489.59
45025,17,71,2503.35
45026,17,72,44732.04
45027,17,74,12850.4
45028,17,79,26629.83
45029,17,80,681.45
45030,17,81,15530.77
45031,17,82,17863.2
45032,17,83,586.78
45033,17,85,3691.09
45034,17,87,11284.96
45035,17,90,35583.71
45036,17,91,10536.47
45037,17,92,55017.92
45038,17,93,3231.15
45039,17,95,54216.34
45040,17,96,884.52
45041,17,97,11047.26
45042,17,98,407.34
45043,17,1,18800.55
45044,17,2,42983.04
45045,17,3,12726.05
45046,17,4,29466.28
45047,17,5,32117.55
45048,17,6,9668.21
45049,17,7,25422.96
45050,17,8,20683.08
45051,17,9,41958.44
45052,17,10,14853.01
45053,17,11,11576.08
45054,17,12,9226.9
45055,17,13,25444.05
45056,17,14,13068.81
45057,17,16,29494.93
45058,17,17,7633.91
45059,17,18,4151.03
45060,17,19,3915.48
45061,17,20,5341.63
45062,17,21,3630.41
45063,17,22,5119.7
45064,17,23,12544.98
45065,17,24,4115.68
45066,17,25,6476.69
45067,17,26,6984.13
45068,17,27,1192.76
45069,17,28,880.28
45070,17,29,2015.08
45071,17,30,2371.82
45072,17,31,1772.55
45073,17,32,5840.97
45074,17,33,3468.04
45075,17,34,19125.96
45076,17,35,2024.35
45077,17,36,893.0
45078,17,38,86288.87
45079,17,40,51048.38
45080,17,41,48.0
45081,17,42,4371.14
45082,17,44,6883.56
45083,17,46,30478.68
45084,17,48,743.0
45085,17,49,53.46
45086,17,52,2660.08
45087,17,54,45.92
45088,17,55,6578.38
45089,17,56,10740.55
45090,17,58,730.0
45091,17,59,324.62
45092,17,60,396.0
45093,17,67,12826.03
45094,17,71,2711.37
45095,17,72,46965.39
45096,17,74,11738.95
45097,17,79,28564.56
45098,17,80,1263.44
45099,17,81,17202.1
45100,17,82,18548.52
45101,17,83,460.76
45102,17,85,3919.97
45103,17,87,17907.74
45104,17,90,33915.36
45105,17,91,16195.78
45106,17,92,62726.58
45107,17,93,4641.77
45108,17,95,74015.14
45109,17,96,790.2
45110,17,97,11910.78
45111,17,1,20517.27
45112,17,2,44257.62
45113,17,3,11450.44
45114,17,4,27111.49
45115,17,5,27188.95
45116,17,6,8403.61
45117,17,7,25422.96
45118,17,8,19940.75
45119,17,9,41958.44
45120,17,10,15867.03
45121,17,11,18311.57
45122,17,12,8484.32
45123,17,13,23352.67
45124,17,14,13068.81
45125,17,16,19256.99
45126,17,17,7725.41
45127,17,18,4151.03
45128,17,19,3915.48
45129,17,20,3517.49
45130,17,21,3211.57
45131,17,22,5616.52
45132,17,23,15785.75
45133,17,24,4051.94
45134,17,25,6476.69
45135,17,26,6119.02
45136,17,27,1043.58
45137,17,28,938.88
45138,17,29,1981.09
45139,17,30,2824.98
45140,17,31,1315.36
45141,17,32,5840.28
45142,17,33,3704.66
45143,17,34,19125.96
45144,17,35,2024.35
45145,17,36,2603.78
45146,17,38,87108.69
45147,17,40,47296.7
45148,17,41,32.0
45149,17,42,4457.79
45150,17,44,6437.68
45151,17,46,28050.3
45152,17,48,1868.0
45153,17,49,18.91
45154,17,52,3018.24
45155,17,54,60.92
45156,17,55,3739.92
45157,17,56,27308.56
45158,17,58,2280.0
45159,17,59,331.79
45160,17,60,369.0
45161,17,67,14440.26
45162,17,71,2753.01
45163,17,72,44634.05
45164,17,74,12206.27
45165,17,79,28702.54
45166,17,80,1145.58
45167,17,81,15410.72
45168,17,82,19054.3
45169,17,83,518.22
45170,17,85,3250.08
45171,17,87,15562.87
45172,17,90,33944.65
45173,17,91,11237.72
45174,17,92,57765.73
45175,17,93,3944.21
45176,17,94,498.0
45177,17,95,62864.03
45178,17,96,884.52
45179,17,97,9520.81
45180,17,1,19929.51
45181,17,2,44257.62
45182,17,3,13267.59
45183,17,4,27111.49
45184,17,5,24106.25
45185,17,6,9668.21
45186,17,7,26157.56
45187,17,8,20665.75
45188,17,9,56918.89
45189,17,10,16956.88
45190,17,11,18311.57
45191,17,12,8484.32
45192,17,13,23156.13
45193,17,14,10288.21
45194,17,16,48926.66
45195,17,17,7725.41
45196,17,18,4151.03
45197,17,19,4202.63
45198,17,20,3557.47
45199,17,21,3897.08
45200,17,22,5862.22
45201,17,23,18173.08
45202,17,24,4571.87
45203,17,25,6309.25
45204,17,26,6676.44
45205,17,27,1409.74
45206,17,28,787.7
45207,17,29,2577.44
45208,17,30,2944.74
45209,17,31,1315.36
45210,17,32,5840.28
45211,17,33,3704.66
45212,17,34,19125.96
45213,17,35,2024.35
45214,17,36,2311.0
45215,17,38,86989.63
45216,17,40,49385.5
45217,17,41,45.0
45218,17,42,4457.79
45219,17,44,6437.68
45220,17,46,31858.61
45221,17,47,7.5
45222,17,48,298.0
45223,17,49,38.76
45224,17,52,2724.77
45225,17,54,56.0
45226,17,55,3945.53
45227,17,56,25296.11
45228,17,58,745.0
45229,17,59,434.78
45230,17,60,369.0
45231,17,67,9301.26
45232,17,71,2753.01
45233,17,72,75246.77
45234,17,74,12206.27
45235,17,79,27481.6
45236,17,80,1263.44
45237,17,81,15357.53
45238,17,82,18777.22
45239,17,83,708.02
45240,17,85,3340.47
45241,17,87,16061.51
45242,17,90,33502.17
45243,17,91,15170.51
45244,17,92,51890.95
45245,17,93,4641.77
45246,17,95,64180.29
45247,17,96,1000.92
45248,17,97,9434.78
45249,17,98,195.3
45250,17,1,20517.27
45251,17,2,44257.62
45252,17,3,12290.03
45253,17,4,26636.32
45254,17,5,24106.25
45255,17,6,6404.86
45256,17,7,25905.49
45257,17,8,20550.48
45258,17,9,46732.65
45259,17,10,15444.37
45260,17,11,28697.57
45261,17,12,9505.33
45262,17,13,23156.13
45263,17,14,12330.28
45264,17,16,34961.9
45265,17,17,7794.73
45266,17,18,4151.03
45267,17,19,4202.63
45268,17,20,4135.32
45269,17,21,3896.92
45270,17,22,6809.83
45271,17,23,17468.85
45272,17,24,4271.93
45273,17,25,5994.37
45274,17,26,6984.13
45275,17,27,1354.33
45276,17,28,951.51
45277,17,29,2134.69
45278,17,30,3095.52
45279,17,31,1419.44
45280,17,32,5329.95
45281,17,33,5013.06
45282,17,34,17006.45
45283,17,35,1576.44
45284,17,36,1206.5
45285,17,38,88518.39
45286,17,40,49385.5
45287,17,41,41.94
45288,17,42,4937.76
45289,17,44,6700.56
45290,17,46,31858.61
45291,17,48,1868.0
45292,17,49,38.61
45293,17,52,3162.58
45294,17,55,7707.38
45295,17,56,9846.05
45296,17,58,1030.0
45297,17,59,434.78
45298,17,60,369.0
45299,17,67,7163.98
45300,17,71,2753.01
45301,17,72,49078.64
45302,17,74,12439.28
45303,17,79,31402.19
45304,17,80,890.97
45305,17,81,15624.22
45306,17,82,22413.9
45307,17,83,708.02
45308,17,85,3250.08
45309,17,87,15562.87
45310,17,90,33502.17
45311,17,91,12685.2
45312,17,92,57939.29
45313,17,93,4371.8
45314,17,95,60495.97
45315,17,96,1645.31
45316,17,97,9402.13
45317,17,98,373.22
45318,17,1,17729.2
45319,17,2,42983.04
45320,17,3,10906.95
45321,17,4,29466.28
45322,17,5,30438.42
45323,17,6,9668.21
45324,17,7,27852.66
45325,17,8,20683.08
45326,17,9,56918.89
45327,17,10,15444.37
45328,17,11,28697.57
45329,17,12,9859.1
45330,17,13,23726.08
45331,17,14,12594.56
45332,17,16,29494.93
45333,17,17,8321.03
45334,17,19,2552.41
45335,17,20,5341.63
45336,17,21,3211.57
45337,17,22,6809.83
45338,17,23,15785.75
45339,17,24,6441.01
45340,17,25,7277.34
45341,17,26,6984.13
45342,17,27,1301.25
45343,17,28,694.95
45344,17,29,2134.69
45345,17,30,2371.82
45346,17,31,1772.55
45347,17,32,5329.95
45348,17,33,5013.06
45349,17,34,19125.96
45350,17,35,2024.35
45351,17,36,854.96
45352,17,38,88518.39
45353,17,40,51048.38
45354,17,41,80.0
45355,17,42,4475.22
45356,17,44,6437.68
45357,17,46,33318.35
45358,17,48,743.0
45359,17,49,39.85
45360,17,52,2591.81
45361,17,54,60.92
45362,17,55,3075.16
45363,17,56,1746.96
45364,17,58,730.0
45365,17,59,324.62
45366,17,60,315.0
45367,17,67,7570.54
45368,17,71,2755.8
45369,17,72,46931.25
45370,17,74,11738.95
45371,17,79,31360.34
45372,17,80,1145.58
45373,17,81,17202.1
45374,17,82,18548.52
45375,17,83,557.87
45376,17,85,3919.97
45377,17,87,17907.74
45378,17,90,36473.15
45379,17,91,16195.78
45380,17,92,62761.51
45381,17,93,5850.86
45382,17,94,543.54
45383,17,95,74015.14
45384,17,96,790.2
45385,17,97,11910.78
45386,17,98,111.68
45387,17,1,21322.67
45388,17,2,43446.89
45389,17,3,20776.41
45390,17,4,27530.24
45391,17,5,30438.42
45392,17,6,8403.61
45393,17,7,27852.66
45394,17,8,20430.62
45395,17,9,56918.89
45396,17,10,15663.87
45397,17,11,21417.99
45398,17,12,11446.03
45399,17,13,23811.99
45400,17,14,12334.67
45401,17,16,20776.89
45402,17,17,7044.85
45403,17,19,2886.74
45404,17,20,4135.32
45405,17,21,3349.09
45406,17,22,6809.83
45407,17,23,14598.96
45408,17,24,3881.4
45409,17,25,5989.83
45410,17,26,6984.13
45411,17,27,1301.25
45412,17,28,951.51
45413,17,29,2193.55
45414,17,30,2824.98
45415,17,31,1341.36
45416,17,32,5329.95
45417,17,33,5013.06
45418,17,34,19125.96
45419,17,35,1239.2
45420,17,36,675.73
45421,17,38,88518.39
45422,17,40,47296.7
45423,17,41,24.0
45424,17,42,4457.79
45425,17,44,7443.46
45426,17,46,31858.61
45427,17,48,5105.0
45428,17,49,20.79
45429,17,52,3162.58
45430,17,54,38.92
45431,17,55,3739.92
45432,17,56,27308.56
45433,17,59,434.78
45434,17,60,315.0
45435,17,67,7570.54
45436,17,71,2125.3
45437,17,72,41358.01
45438,17,74,15549.46
45439,17,79,31360.34
45440,17,80,1252.92
45441,17,81,15365.19
45442,17,82,20080.88
45443,17,83,459.96
45444,17,85,4336.51
45445,17,87,14885.71
45446,17,90,33506.82
45447,17,91,15170.51
45448,17,92,57939.29
45449,17,93,5850.86
45450,17,95,59296.4
45451,17,96,790.2
45452,17,97,9580.34
45453,17,98,111.68
45454,17,1,19459.65
45455,17,2,44873.2
45456,17,3,13349.43
45457,17,4,26116.9
45458,17,5,30438.42
45459,17,6,8403.61
45460,17,7,27852.66
45461,17,8,20430.62
45462,17,9,56918.89
45463,17,10,16892.01
45464,17,11,20468.87
45465,17,12,11446.03
45466,17,13,30247.45
45467,17,14,12695.23
45468,17,16,18477.13
45469,17,17,9478.55
45470,17,18,4151.03
45471,17,19,3201.43
45472,17,20,4442.67
45473,17,21,3349.09
45474,17,22,9091.59
45475,17,23,14598.96
45476,17,24,3881.4
45477,17,25,4772.04
45478,17,26,6119.02
45479,17,27,1301.25
45480,17,28,951.51
45481,17,29,2193.55
45482,17,30,3433.2
45483,17,31,1341.36
45484,17,32,6959.79
45485,17,33,5013.06
45486,17,34,19125.96
45487,17,35,2024.35
45488,17,36,1388.0
45489,17,38,81303.49
45490,17,40,44253.42
45491,17,41,56.0
45492,17,42,4457.79
45493,17,44,6128.61
45494,17,46,32402.22
45495,17,48,1868.0
45496,17,49,11.88
45497,17,52,3018.24
45498,17,54,38.92
45499,17,55,3739.92
45500,17,56,27308.56
45501,17,58,2065.0
45502,17,59,322.91
45503,17,60,522.0
45504,17,67,7570.54
45505,17,71,2125.3
45506,17,72,48795.53
45507,17,74,15549.46
45508,17,79,31496.46
45509,17,80,844.49
45510,17,81,15530.77
45511,17,82,17863.2
45512,17,83,565.14
45513,17,85,3539.34
45514,17,87,16122.37
45515,17,90,29424.41
45516,17,91,13214.62
45517,17,92,50494.31
45518,17,93,3944.21
45519,17,95,62864.03
45520,17,96,884.52
45521,17,97,8336.32
45522,17,98,129.04
45523,17,1,17416.41
45524,17,2,44873.2
45525,17,3,21697.61
45526,17,4,26116.9
45527,17,5,15075.45
45528,17,6,4867.08
45529,17,7,27852.66
45530,17,8,20430.62
45531,17,9,43144.63
45532,17,10,16892.01
45533,17,11,14023.45
45534,17,12,11446.03
45535,17,13,25258.13
45536,17,14,13576.12
45537,17,16,15272.39
45538,17,17,9478.55
45539,17,19,3380.4
45540,17,20,5315.22
45541,17,21,3349.09
45542,17,22,9091.59
45543,17,23,15138.64
45544,17,24,5541.29
45545,17,25,4772.04
45546,17,26,6119.02
45547,17,27,1163.96
45548,17,28,601.05
45549,17,29,2403.7
45550,17,30,3433.2
45551,17,31,2139.04
45552,17,32,6959.79
45553,17,33,5013.06
45554,17,34,17006.45
45555,17,35,1172.36
45556,17,36,4161.5
45557,17,38,81303.49
45558,17,40,44253.42
45559,17,41,7.5
45560,17,42,4457.79
45561,17,44,6128.61
45562,17,46,25790.99
45563,17,48,3437.0
45564,17,49,11.88
45565,17,52,2913.65
45566,17,54,57.68
45567,17,55,7707.38
45568,17,56,1180.84
45569,17,58,2065.0
45570,17,59,322.91
45571,17,60,325.6
45572,17,67,5839.04
45573,17,71,2125.3
45574,17,72,39789.0
45575,17,74,15549.46
45576,17,79,29399.29
45577,17,80,646.31
45578,17,81,15530.77
45579,17,82,17863.2
45580,17,83,70.6
45581,17,85,3193.26
45582,17,87,16122.37
45583,17,90,25029.42
45584,17,91,10536.47
45585,17,92,42369.44
45586,17,93,3944.21
45587,17,95,54216.34
45588,17,96,1645.31
45589,17,97,8404.32
45590,17,98,710.28
45591,18,1,32993.46
45592,18,2,57017.41
45593,18,3,9222.26
45594,18,4,30371.8
45595,18,5,21466.31
45596,18,6,3615.89
45597,18,7,28305.05
45598,18,8,30863.52
45599,18,9,27131.97
45600,18,10,14382.09
45601,18,11,17646.49
45602,18,12,2071.55
45603,18,13,45895.17
45604,18,14,19286.51
45605,18,16,14621.08
45606,18,17,22114.79
45607,18,18,11304.09
45608,18,19,2435.45
45609,18,20,6294.29
45610,18,21,4936.96
45611,18,22,20330.5
